customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5882-CMAZQ,Female,0,Yes,Yes,-1.1207209328399304,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,-1.0174456750662357,-0.9401070027183233,No
4830-FAXFM,Male,0,No,Yes,-0.547526896407027,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-1.354774620700328,-0.8183078231817414,No
4472-LVYGI,Female,0,Yes,Yes,-1.3254330887088244,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),-0.40925654155846375,-1.831946953862278e-17,No
3173-WSSUE,Female,0,Yes,Yes,1.5814795246294708,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.5010058877732348,-0.3867635870329923,No
7511-YMXVQ,Male,0,No,No,-0.956951208144815,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.6468823505519375,-0.8273218020046919,Yes
9747-DDZOS,Female,0,No,No,-1.2844906575350454,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.2870036959818547,-0.9798966494343372,Yes
3896-ZVNET,Female,0,Yes,Yes,-0.34281474053813293,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.3348339933722042,-0.7597390539179144,No
6837-BJYDQ,Male,0,No,No,-1.2026057951874878,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.5043293256612555,-0.9852652691744768,No
9801-GDWGV,Female,0,No,No,0.2713217270685491,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.2823733434440283,0.7526210106562153,Yes
7710-JSYOA,Female,0,Yes,Yes,1.4995946622819134,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.945044397809936,1.8146798096191332,No
5478-JJVZK,Female,0,No,No,0.02566714002587631,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-0.13174947790874256,-0.11369305210243685,No
9828-QHFBK,Male,0,No,No,-0.34281474053813293,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.4557846719907523,-0.44869050527007537,No
4079-ULGFR,Male,0,No,No,-0.6703541899283634,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4910355741091732,-0.8905522122774466,No
5804-JMYIO,Female,0,Yes,Yes,0.2713217270685491,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4993441688292246,-0.6774644040731418,No
2085-JVGAD,Male,0,Yes,No,0.18943686472099153,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.4794035415011009,-0.7041086650056864,No
5377-NDTOU,Female,0,Yes,Yes,1.5814795246294708,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.8702670453294722,1.7685936335782642,No
7016-NVRIC,Male,1,Yes,No,-0.13810258466923891,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),0.8386943853932762,0.16152051210710433,No
1642-HMARX,Female,0,Yes,No,1.4586522311081345,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.8918693916016064,1.8264554241108797,No
5811-IWXYM,Female,0,Yes,Yes,0.8035733323276736,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),1.2092577099075748,1.3299796101173973,No
0411-EZJZE,Female,0,No,No,-1.2026057951874878,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.15335182418087648,-0.9370360638546221,No
6772-KSATR,Male,0,No,No,-1.2844906575350454,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5595256027995451,-0.9762733834368768,Yes
8207-DMRVL,Male,0,Yes,Yes,1.6224219558032498,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.6512749490143162,2.657751946589197,No
3223-WZWJM,Male,0,No,No,-0.26092987819057534,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6343029552800088,-0.016328824963362628,Yes
6357-JJPQT,Female,0,No,No,-1.2026057951874878,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5196443481432976,-0.9097069172762162,No
2792-VPPET,Male,0,No,No,-1.2026057951874878,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.4744183846690702,-0.9783722265451618,No
6168-YBYNP,Male,0,No,No,1.0901703505441251,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.5449249365976565,1.86845437936193,No
8059-UDZFY,Female,1,No,Yes,0.02566714002587631,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.3455186633164198,0.5186994229665131,No
0869-PAPRP,Female,1,Yes,No,-0.26092987819057534,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.6924631183203696,-0.09904533651514245,No
1482-OXZSY,Male,0,No,No,-0.0971601534954601,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.1810084878593998,0.28504295230101506,No
5175-WLYXL,Male,0,No,No,-0.42469960288569053,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.4648076229909573,-0.30528428826083304,No
9489-JMTTN,Female,0,Yes,Yes,1.6224219558032498,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.8270623527852042,1.9021021483505411,No
9027-YFHQJ,Male,0,No,No,-1.0388360704923727,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-1.3232019607641323,-0.9447907368126016,No
4827-LTQRJ,Female,1,Yes,Yes,1.3767673687605768,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.5199991524375018,2.1738250050747245,No
3363-DTIVD,Male,0,Yes,Yes,1.5814795246294708,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,1.352165539092461,2.259833386343709,No
3199-XGZCY,Female,0,No,No,-0.9978936393185939,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3451638590222154,-0.7575518384682279,No
4298-OYIFC,Male,0,Yes,No,-0.7112966211021422,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.2823733434440283,-0.3319948284494286,No
6994-FGRHH,Male,0,Yes,Yes,1.5405370934556921,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1.372106166420585,2.2905869611514222,No
2404-JIBFC,Female,0,Yes,Yes,0.9264006258490101,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6725224909922456,1.0457962532556062,No
1015-OWJKI,Male,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.522608234045369,-1.0039560193808885,No
7233-DRTRF,Male,0,Yes,No,1.2539400752392404,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.247477245619812,1.8350054481414724,No
4860-YZGZM,Male,0,No,No,-0.9160087769710362,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.4910355741091732,-0.9304523244202123,No
4854-CIDCF,Female,1,No,No,-1.2026057951874878,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.29863572858992665,-0.9255918456431311,No
9507-HSMMZ,Male,0,No,No,0.8854581946752312,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4910355741091732,-0.5043871734383545,No
5115-GZDEL,Male,0,No,Yes,1.6224219558032498,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.0776271090365562,1.0518718517269574,No
5539-HIVAK,Female,1,Yes,No,-0.1790450158430177,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.3015996144919981,-0.687781874931764,No
3982-DQLUS,Male,1,Yes,Yes,1.335824937586798,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6941248372643798,1.5011347423267023,No
4957-SREEC,Male,0,Yes,Yes,1.5405370934556921,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4794035415011009,-0.3680949299119309,No
2338-BQEZT,Female,0,No,No,0.9264006258490101,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.475725299318876,0.2393102656257521,No
7695-PKLCZ,Female,0,No,No,1.4586522311081345,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4744183846690702,-0.38276473858457555,No
4475-NVTLU,Male,0,Yes,Yes,0.516976314111222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,-1.517623077213338,-0.6130630602768175,No
8778-LMWTJ,Female,0,No,No,-0.956951208144815,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3318701074701328,-0.6994470239967586,No
9298-WGMRW,Female,0,Yes,No,1.6224219558032498,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.682847608950512,2.6607124200261465,No
9974-JFBHQ,Male,0,No,Yes,1.2948825064130192,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.139465514259142,1.7144434813845109,No
7101-HRBLJ,Female,0,Yes,Yes,1.6224219558032498,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6259943605599573,1.681613156553863,No
9978-HYCIN,Male,1,Yes,Yes,0.5988611764587796,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),0.667537334160215,0.7630489469415894,No
4745-LSPLO,Male,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4744183846690702,-1.0033153199057279,Yes
1038-RQOST,Male,0,Yes,Yes,-0.547526896407027,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4710949467810495,-0.8290229695766702,No
3144-AUDBS,Female,0,Yes,No,-1.0797785016661514,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,-0.5222534297511645,-0.8927173346417828,Yes
1371-OJCEK,Female,0,No,No,0.6398036076325584,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.3464660259802765,-0.511434867665122,No
8566-YPRGL,Female,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.5076527635492762,-1.0037571816127353,No
7860-UXCRM,Male,0,Yes,Yes,1.2539400752392404,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0.32023807486206085,1.0531311575919287,No
7993-PYKOF,Male,0,Yes,No,-0.9978936393185939,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.3368552643021639,-0.7326971174490633,Yes
6616-AALSR,Female,0,Yes,Yes,1.335824937586798,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1.3106225654922035,1.9592790532372957,No
4955-VCWBI,Female,0,Yes,Yes,0.43509145176366437,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4910355741091732,-0.6509527016526996,No
9555-SAHUZ,Female,0,Yes,Yes,0.23037929589477033,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,-0.3444495027420617,-0.09504648806672567,No
1612-EOHDH,Female,0,No,No,-1.2844906575350454,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6551909452719891,-0.9924234288279961,Yes
1755-RMCXH,Male,0,Yes,Yes,-1.2435482263612667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4810652604451113,-0.9945885511923322,No
2959-MJHIC,Male,0,Yes,No,-1.161663364013709,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5146591913112665,-0.876545196165313,Yes
0136-IFMYD,Male,1,Yes,No,1.4995946622819134,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1.498396806165368,2.3609092518216452,No
9398-MMQTO,Male,0,No,No,-1.2026057951874878,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),0.3185763559180506,-0.9146778614800491,No
8707-HOEDG,Female,0,Yes,Yes,1.5405370934556921,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1.5067054008854197,2.385454669645905,No
2391-SOORI,Male,0,No,Yes,-1.161663364013709,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,-0.5156065539751232,-0.9153185609552098,Yes
7047-FWEYA,Female,0,Yes,No,0.5579187452850007,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,1.2724030297799667,1.0178264072020395,No
7615-ESMYF,Female,0,Yes,No,-1.2435482263612667,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,-0.6734698536561023,-0.9694687131489632,Yes
9565-FLVCG,Male,0,Yes,Yes,1.335824937586798,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,0.15572789940504042,0.9579541459025407,No
0480-BIXDE,Female,0,Yes,No,-0.547526896407027,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0613647238906574,-0.2421864365001804,No
8992-OBVDG,Male,0,No,No,-0.46564203405946936,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,-0.10682369374858795,-0.39659501001390635,No
6339-RZCBJ,Male,0,No,No,0.6398036076325584,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.466469341934968,0.654107943078922,No
1792-UXAFY,Female,1,No,No,-0.6294117587545845,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.8071217254570808,-0.3509506956800448,Yes
6139-ZZRBQ,Male,1,No,No,1.2948825064130192,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.489373855165163,-0.48300106681919774,No
9644-KVCNC,Female,0,No,No,1.3767673687605768,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),0.9068248620976992,1.663938688273568,No
1492-KGETH,Male,0,Yes,Yes,1.5405370934556921,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),0.44819043355085425,1.3939832783774146,No
3347-YJZZE,Male,0,Yes,Yes,-0.13810258466923891,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0.506350596591215,-0.03506376134047501,No
6260-ONULR,Male,0,No,No,-1.2844906575350454,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,-0.06860415803635095,-0.984624569699316,No
5093-FEGLU,Female,0,Yes,No,0.5988611764587796,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.5026676067172453,-0.6051758288067359,No
6892-BOGQE,Female,0,Yes,No,1.5814795246294708,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.4611246331169876,-0.35258558399597206,No
4878-BUNFV,Male,0,Yes,Yes,0.39414902058988555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4677715088930288,-0.6461364090463193,No
6120-RJKLU,Female,1,Yes,No,1.2129976440654617,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.5013654397591844,1.1172894774493989,No
0019-GFNTW,Female,0,No,No,0.9673430570227888,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),-0.6585143831600098,0.1188366712101923,No
0201-OAMXR,Female,0,No,No,1.5405370934556921,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1.6845093278945222,2.5789017249737323,Yes
2208-NKVVH,Male,0,Yes,Yes,0.43509145176366437,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.349789463868297,-0.5360686578307831,No
6345-ULYRW,Male,1,Yes,No,0.47603388293744314,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,0.7821959412969262,0.7165871884497643,Yes
2212-LYASK,Male,0,Yes,Yes,-0.2199874470167965,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),-0.6319268800558446,-0.4616370532853913,No
7774-OJSXI,Male,0,No,No,-0.056217722321681304,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.2823733434440283,0.34257334655337474,Yes
5063-IUOKK,Male,0,No,No,-0.7931814834496999,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4993441688292246,-0.89494873626217,No
9172-JITSM,Female,0,Yes,Yes,-0.26092987819057534,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8619584506094207,0.031215494710630686,Yes
9764-REAFF,Female,0,Yes,No,1.0901703505441251,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.544210580317503,-0.5449500781416312,No
5364-XYIRR,Male,0,Yes,No,0.7626309011538948,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9899108092982145,1.1141964455003472,Yes
7503-ZGUZJ,Male,0,No,No,-1.2844906575350454,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.6575670204961532,-0.9749698914012049,Yes
6394-MFYNG,Female,0,No,No,0.6398036076325584,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.4136491400208426,1.2505328751974718,Yes
6439-PKTRR,Female,0,Yes,Yes,1.5405370934556921,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,0.5262912239193389,1.4699834919826826,No
3243-ZHOHY,Female,0,No,No,-0.6703541899283634,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4877121362211525,-0.8815161403691459,No
4199-QHJNM,Male,1,Yes,No,1.4177097999343558,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.264094435059915,2.0761072885700442,No
7622-NXQZR,Male,0,No,No,-0.1790450158430177,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),-1.1553683474190912,-0.654089919772452,No
8404-GFGCZ,Male,0,Yes,No,-1.161663364013709,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.024452102828226113,-0.9018638719768354,No
3976-HXHCE,Male,0,No,No,1.6224219558032498,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.5142996393253174,-0.38722754182535,No
7089-XXAYG,Male,0,Yes,No,-0.3018723093643541,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),-0.8894933163774422,-0.5835908844194257,No
5327-CNLUQ,Male,0,Yes,No,0.6398036076325584,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),1.0646881617786783,0.9642727683127461,No
8107-RZLNV,Male,0,Yes,No,1.6224219558032498,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.3770913232526156,2.3304649802088377,No
1143-NMNQJ,Female,0,No,No,-1.2435482263612667,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6924631183203696,-0.9373453670495272,Yes
0880-FVFWF,Male,0,No,No,0.9673430570227888,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.715727183536514,1.1626465816737055,No
9500-WBGRP,Male,0,No,No,1.4995946622819134,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.5209465151013586,-0.4517172579630759,No
3030-YZADT,Male,0,No,No,-0.956951208144815,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6618378210480301,-0.8219310891792019,Yes
2402-TAIRZ,Female,0,No,No,0.18943686472099153,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,0.5046888776472047,0.3216511947265757,No
9060-HJJRW,Female,0,No,No,0.7626309011538948,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),-0.2813041828696701,0.2816185240717079,No
0394-YONDK,Male,0,Yes,Yes,1.5405370934556921,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3198785228761116,-0.22137475010013316,No
2832-KJCRD,Female,0,No,No,0.23037929589477033,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.2890202192200697,0.7499919334995215,No
0376-YMCJC,Male,0,No,No,-0.38375717171191176,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.8553115748333793,-0.153747815842655,Yes
1269-FOYWN,Male,0,Yes,Yes,0.47603388293744314,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.4910355741091732,-0.6319968344220834,No
3717-FDJFU,Male,0,No,Yes,-1.1207209328399304,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4760801036130802,-0.9651384684202909,No
1060-ENTOF,Female,1,Yes,No,1.4177097999343558,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),1.3471803822604305,2.0963887409216824,No
1293-BSEUN,Female,0,Yes,Yes,1.6224219558032498,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4677715088930288,-0.35740187660235245,No
9979-RGMZT,Female,0,No,No,-1.0388360704923727,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,0.9699701819700906,-0.7324761865955596,No
6950-TWMYB,Male,0,Yes,Yes,0.8854581946752312,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),0.5013654397591844,0.9150493741521252,No
0440-MOGPM,Female,0,No,No,0.3532065894161068,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.5213060670873079,0.4298189406019803,No
2027-WKXMW,Female,0,Yes,No,1.2539400752392404,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.4585155515091208,2.0239676071431747,No
4759-TRPLW,Male,0,No,No,-1.2844906575350454,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.1839771214532159,-0.98126642072606,Yes
6103-LIANB,Male,0,Yes,Yes,1.0901703505441251,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1.151097546867214,1.5777093761510799,No
5013-SBUIH,Female,0,No,No,0.721688469980116,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,1.4884264925013064,1.4404671299545901,Yes
9944-HKVVB,Female,0,No,No,-1.2026057951874878,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0048662797943069,-0.876545196165313,Yes
2277-BKJKN,Female,1,Yes,No,1.5814795246294708,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1.1411272332031523,2.1751064040250454,No
0780-XNZFN,Male,0,No,No,1.0082854881965677,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4694332278370392,-0.5150139474918819,No
8010-EZLOU,Male,1,No,No,-0.7112966211021422,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5096740344792359,-0.47451732204465624,Yes
6348-SNFUS,Male,0,Yes,Yes,1.6224219558032498,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),-0.3128768428058658,0.8342549610258272,No
3714-JTVOV,Female,1,Yes,No,0.39414902058988555,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.3086060422539889,0.414574711710226,Yes
1937-OTUKY,Female,0,Yes,No,1.6224219558032498,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),1.1078928543229463,2.087684065293637,No
8606-OEGQZ,Female,0,No,Yes,-0.5884693275808057,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3148933660440807,-0.8114810598084775,No
3957-HHLMR,Female,0,Yes,Yes,1.5405370934556921,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),0.011158351276143943,0.9950705292911598,No
8436-BJUMM,Male,0,Yes,Yes,-0.26092987819057534,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6276560795039675,-0.09745463436991596,Yes
